Ticket,Magic,Symbol,TF,OsRank,BestOpenShift,CsRank,BestCloseShift,RetOriginal,BestRetOpen,BestRetClose,RetDur25,RetDur50,RetDur100,RetTF1,RetTF2,RetTF3,MAE,MFE,TimeToMAE_s,TimeToMFE_s
215963582,22042132,GBPJPY,240,11.00000,-0.40000,2.00000,-0.50000,-0.69700,-0.06500,-0.50500,-0.25200,-0.58700,-1.08700,-0.21300,-0.24800,-0.17000,1.21600,0.02600,158699.00000,59.00000
215963583,17017650,USDJPY,60,7.00000,-0.50000,9.00000,0.40000,-0.11100,0.35100,0.09400,0.23000,0.11400,-0.02200,0.12600,-0.07700,-0.16700,0.24900,0.32100,10729.00000,24289.00000
215963586,220112186,GBPJPY,60,7.00000,-0.10000,6.00000,-0.40000,-0.23700,0.06100,0.11500,,,-0.46000,0.19500,0.25800,0.11200,0.28200,0.30300,35657.00000,7157.00000
215965421,913016114,XAUUSD,30,10.00000,-0.30000,7.00000,-0.20000,-7.69000,9.95000,0.88000,-1.32000,-0.76000,-0.01000,-0.41000,-1.22000,-2.15000,7.89000,2.18000,30348.00000,25068.00000
215965423,17017650,USDJPY,60,8.00000,-0.50000,9.00000,-0.50000,-0.69600,-0.34100,-0.20000,-0.26600,-0.63400,-1.07200,-0.07900,0.13700,0.18300,0.69500,0.20700,45975.00000,9075.00000
215969802,110167100,EURUSD,60,8.00000,-0.40000,11.00000,0.50000,0.00100,0.00626,0.00580,0.00054,-0.00134,0.00398,-0.00080,-0.00028,0.00023,0.00171,0.00512,41400.00000,73020.00000
215972345,910136160,XAUUSD,60,6.00000,-0.30000,5.00000,-0.20000,-2.65000,13.05000,4.20000,3.34000,-0.11000,1.22000,2.30000,0.84000,1.11000,3.51000,5.72000,30322.00000,25882.00000
215976045,913073101,XAUUSD,30,10.00000,-0.50000,9.00000,-0.40000,-9.36000,9.63000,2.24000,-1.51000,0.32000,-7.26000,-0.35000,-0.78000,-3.97000,10.16000,3.01000,32059.00000,25519.00000
215978619,223019174,GBPJPY,30,6.00000,-0.40000,3.00000,-0.10000,0.30700,0.52500,0.66900,0.03100,0.22500,0.22100,-0.03600,-0.11800,0.00400,0.37900,0.81100,18269.00000,132149.00000
215982725,120100069,GBPUSD,60,6.00000,-0.30000,3.00000,0.50000,0.00600,0.01556,0.00793,0.00477,0.00638,-0.00027,0.00169,0.00413,0.00440,0.00085,0.00626,583.00000,11863.00000
215985939,220428175,GBPJPY,240,10.00000,-0.50000,6.00000,-0.40000,-0.15600,0.27900,0.24500,-0.01800,0.24300,,-0.04300,-0.04200,0.28400,0.33300,0.38300,5578.00000,46738.00000
215987476,171531158,USDJPY,15,9.00000,0.50000,9.00000,-0.40000,-0.45000,-0.15500,-0.06000,-0.21000,-0.29000,-0.53100,-0.03100,-0.08000,-0.10300,0.44800,0.06700,32929.00000,49.00000
215988698,911547133,XAUUSD,15,6.00000,-0.20000,1.00000,0.00000,44.51000,57.54000,44.51000,-1.16000,16.41000,8.66000,0.89000,1.60000,1.28000,5.76000,50.79000,5412.00000,117792.00000
215991679,22011865,GBPJPY,60,7.00000,-0.50000,2.00000,0.10000,-0.71300,-0.14400,-0.65300,-0.33800,,,0.21000,0.27300,0.12700,0.70700,0.31800,232708.00000,7168.00000
215991680,910142103,XAUUSD,60,6.00000,-0.30000,9.00000,0.30000,4.62000,19.60000,45.51000,4.11000,10.84000,,-5.87000,-3.66000,4.11000,8.04000,21.48000,3775.00000,39115.00000
215997017,22045560,GBPJPY,240,8.00000,-0.50000,6.00000,-0.40000,-0.11200,0.27900,0.28900,-0.07600,-0.12400,,0.00100,0.00200,0.32800,0.28900,0.42700,5578.00000,46738.00000
215997018,22042161,GBPJPY,240,8.00000,-0.50000,6.00000,-0.40000,-0.11100,0.27900,0.29000,0.27300,,,0.00200,0.00300,0.32900,0.28800,0.42800,5578.00000,46738.00000
215998828,913073101,XAUUSD,30,7.00000,-0.40000,11.00000,0.50000,-9.59000,-0.95000,3.20000,0.48000,3.98000,14.94000,0.04000,-1.21000,-6.62000,9.85000,3.69000,5731.00000,2431.00000
216001680,120112185,GBPUSD,60,8.00000,-0.50000,4.00000,-0.50000,-0.00457,-0.00047,-0.00146,-0.00495,,,-0.00018,0.00042,-0.00036,0.00582,0.00118,18093.00000,7833.00000
216003579,171531158,USDJPY,15,10.00000,-0.20000,11.00000,-0.30000,-0.45000,-0.16200,-0.09400,-0.28100,-0.30200,-0.11900,-0.21100,0.00100,0.02700,0.44700,0.11100,16707.00000,3567.00000
216005679,22043162,GBPJPY,240,7.00000,-0.10000,6.00000,-0.40000,-0.21800,0.04300,0.15000,-0.36700,,,0.16500,-0.16800,-0.35000,0.26400,0.32100,35810.00000,7310.00000
216018108,171531158,USDJPY,15,6.00000,0.20000,8.00000,-0.20000,-0.06500,0.09200,0.31200,-0.04000,-0.04100,0.33200,0.01000,0.01500,0.02300,0.21500,0.44800,4045.00000,59785.00000
216018128,22011095,GBPJPY,60,11.00000,0.40000,7.00000,-0.50000,-0.25800,-0.18900,-0.06900,-0.27600,-0.48000,0.00600,-0.23000,0.00000,-0.21800,0.10500,0.00000,323.00000,
216026024,20153090,EURJPY,15,5.00000,0.50000,11.00000,-0.30000,-0.18600,-0.10100,-0.00100,-0.08700,-0.17500,0.03900,-0.01900,-0.04200,-0.05400,0.18500,0.03500,5748.00000,1368.00000
216035513,17011586,USDJPY,60,6.00000,-0.40000,4.00000,0.10000,-0.15300,0.20100,0.08700,,,,0.07300,-0.06700,-0.21000,0.41100,0.23000,17227.00000,25687.00000
216041036,200448115,EURJPY,240,10.00000,-0.50000,11.00000,0.50000,-0.12200,0.06600,0.06500,,,,0.03600,,,0.11300,0.02000,2578.00000,1258.00000
216041050,120100069,GBPUSD,60,6.00000,-0.30000,6.00000,-0.30000,-0.00550,-0.00282,0.00150,0.00162,0.00168,-0.01429,-0.00011,-0.00026,0.00015,0.00683,0.00187,90495.00000,31875.00000
216042740,913016114,XAUUSD,30,6.00000,-0.50000,10.00000,-0.20000,18.97000,36.51000,23.01000,19.55000,23.30000,,8.63000,12.19000,15.75000,1.93000,25.22000,232.00000,13192.00000
216062558,850443362,NAS100,240,10.00000,-0.20000,10.00000,0.40000,-175.20000,-59.60000,-51.20000,-3.80000,-4.30000,281.20000,-167.20000,-64.90000,-4.60000,184.20000,17.40000,13986.00000,486.00000
216071326,220112052,GBPJPY,60,1.00000,0.00000,10.00000,-0.40000,-0.39400,-0.39400,0.11800,0.82400,0.71900,,0.17200,0.17900,0.13100,0.41400,0.43700,21119.00000,1319.00000
216201600,120143281,GBPUSD,60,5.00000,0.50000,1.00000,0.00000,0.00073,0.01669,0.00073,0.00377,0.00157,-0.00896,-0.00006,-0.00019,0.00005,0.01724,0.00488,209700.00000,406560.00000
216201607,110112110,EURUSD,60,6.00000,-0.20000,7.00000,-0.20000,0.00061,0.00417,0.00355,0.00178,0.00116,,-0.00012,0.00167,0.00266,0.00069,0.00388,2999.00000,12599.00000
216201629,111572150,EURUSD,15,6.00000,-0.50000,6.00000,-0.40000,0.00025,0.00413,0.00324,0.00073,0.00157,,0.00114,0.00160,0.00061,0.00093,0.00364,2998.00000,12598.00000
216201654,111572150,EURUSD,15,6.00000,-0.20000,11.00000,-0.20000,-0.00292,0.00248,0.00322,0.00132,0.00182,0.00051,0.00070,0.00066,0.00030,0.00315,0.00381,22906.00000,17626.00000
216201670,22018200,GBPJPY,60,10.00000,-0.50000,7.00000,-0.30000,-0.74800,-0.47700,0.23700,-1.51000,-0.98500,-1.00800,-0.06600,0.24300,-0.49400,0.75000,0.30500,12636.00000,9336.00000
216201671,111558157,EURUSD,15,11.00000,-0.30000,6.00000,-0.30000,-0.01043,-0.00115,-0.00228,0.00074,-0.00308,-0.01347,0.00074,-0.00043,-0.00153,0.01366,0.00146,271509.00000,67569.00000
216201694,22043162,GBPJPY,240,8.00000,-0.40000,6.00000,-0.20000,-0.55100,0.13000,0.83400,0.12400,-0.49200,-0.13600,0.06800,-0.14700,0.16300,0.56100,0.95500,78299.00000,64379.00000
216201707,111524138,EURUSD,15,6.00000,-0.50000,6.00000,-0.40000,0.00037,0.00413,0.00336,0.00335,-0.00058,,0.00126,0.00172,0.00073,0.00081,0.00376,2999.00000,12599.00000
216201735,113014167,EURUSD,30,8.00000,-0.20000,8.00000,-0.20000,-0.00169,0.00483,0.00222,-0.00061,-0.00163,0.00032,-0.00104,-0.00046,0.00045,0.00292,0.00248,21129.00000,16809.00000
216204666,209173158,EURJPY,60,2.00000,-0.50000,6.00000,0.50000,0.72900,1.03100,1.42000,0.43900,0.37900,0.82000,0.03200,0.23300,0.24100,0.05700,1.42800,806.00000,118046.00000
216204722,910142147,XAUUSD,60,2.00000,-0.10000,1.00000,0.00000,30.65000,54.89000,30.65000,4.97000,7.64000,9.95000,5.09000,4.26000,7.18000,14.59000,30.78000,443.00000,84863.00000
216204724,913065166,XAUUSD,30,8.00000,-0.20000,2.00000,-0.30000,16.83000,47.82000,17.01000,15.70000,,,-3.32000,-0.89000,15.04000,8.78000,19.41000,832.00000,14332.00000
216206509,173013121,USDJPY,30,7.00000,-0.10000,6.00000,-0.20000,-0.50000,0.50100,0.41100,0.47600,0.28900,0.62800,0.51200,0.63000,0.25800,0.89200,1.06600,278451.00000,87231.00000
216208521,913065143,XAUUSD,30,8.00000,-0.40000,11.00000,-0.30000,-12.55000,-4.40000,-4.34000,-7.07000,-5.84000,-13.03000,-13.21000,-8.38000,-8.47000,13.38000,2.95000,819.00000,279.00000
216208526,223022483,GBPJPY,30,7.00000,-0.50000,9.00000,-0.50000,-1.10000,-0.52000,0.39500,-0.72900,-1.09700,-0.40100,-0.01000,-0.02400,-0.07500,1.09400,0.51000,33110.00000,18350.00000
216217305,220418158,GBPJPY,240,6.00000,0.20000,1.00000,0.00000,-0.27400,0.45900,-0.27400,-0.63700,-0.02200,-0.30700,-0.02600,-0.19900,-0.77800,1.52000,0.43000,101083.00000,129703.00000
216217313,220111876,GBPJPY,60,8.00000,-0.40000,10.00000,-0.20000,-0.81000,0.56000,-0.15400,-0.14700,-0.41000,-0.46400,-0.03900,0.16600,-0.01300,0.82300,0.21100,71217.00000,5997.00000
216217348,203031880,EURJPY,30,10.00000,-0.10000,2.00000,-0.10000,-0.13500,0.50000,-0.02900,-0.24500,-0.40100,-0.14500,0.00700,-0.05800,-0.11100,0.69900,0.11500,149684.00000,25724.00000
216217351,220112186,GBPJPY,60,6.00000,0.20000,1.00000,0.00000,-0.23600,0.45300,-0.23600,-0.59000,-0.26400,-0.22800,0.12200,0.04100,0.05500,1.48500,0.46500,101623.00000,130243.00000
216222208,220163569,GBPJPY,60,7.00000,-0.50000,9.00000,-0.40000,-0.71900,-0.47700,0.06800,-1.76700,-1.46700,-1.12900,-0.44500,-0.92500,-1.13000,0.73200,0.09800,4224.00000,2784.00000
216230125,91041141,XAUUSD,240,1.00000,0.00000,5.00000,0.10000,17.12000,17.12000,28.46000,10.69000,10.65000,24.67000,7.73000,9.54000,8.02000,0.44000,16.96000,34.00000,52414.00000
216234368,220159174,GBPJPY,60,2.00000,0.30000,6.00000,0.50000,0.25300,0.50900,1.39200,0.49900,-0.25800,0.33600,0.14200,0.32200,0.23900,0.43000,1.52000,118272.00000,89652.00000
216240724,22012413,GBPJPY,60,6.00000,-0.30000,6.00000,-0.20000,-0.30500,0.11300,0.56400,-0.73900,-0.85000,-0.59000,0.05000,0.02900,0.28800,0.33300,0.60300,22741.00000,19681.00000
216242933,22011865,GBPJPY,60,6.00000,-0.30000,9.00000,-0.30000,-0.75000,-0.30900,0.45100,-0.99600,-0.90500,-0.66900,0.04000,0.01900,0.27800,0.80700,0.59300,24901.00000,19681.00000
216245009,11019380,EURUSD,60,6.00000,-0.20000,10.00000,0.20000,0.00007,0.00547,0.00378,0.00083,-0.00015,0.00187,0.00048,0.00161,0.00221,0.00038,0.00282,59.00000,5339.00000
216245755,913065143,XAUUSD,30,6.00000,-0.50000,9.00000,-0.50000,-12.55000,5.94000,21.74000,3.61000,14.07000,14.96000,-0.64000,-1.10000,2.46000,15.53000,28.78000,54638.00000,23918.00000
216257220,111558157,EURUSD,15,7.00000,0.30000,1.00000,0.00000,0.00144,0.00916,0.00144,-0.00567,-0.00692,-0.00556,-0.00037,-0.00033,-0.00030,0.01035,0.00477,123540.00000,327480.00000
216257244,17017650,USDJPY,60,6.00000,-0.50000,7.00000,-0.30000,0.89100,1.43700,1.41500,1.28700,0.56800,1.30400,0.13600,0.23800,0.29400,0.21600,1.72800,1750.00000,109330.00000
216257592,910142103,XAUUSD,60,5.00000,-0.30000,8.00000,-0.50000,-8.09000,3.55000,7.95000,7.26000,-3.82000,-4.67000,6.75000,7.00000,7.26000,9.34000,20.59000,23772.00000,1992.00000
216259009,11151470,EURUSD,15,11.00000,-0.50000,11.00000,-0.30000,-0.00500,0.00245,0.00091,-0.00164,-0.00053,-0.00435,-0.00033,-0.00063,-0.00097,0.00502,0.00155,17343.00000,12363.00000
216262996,11012014,EURUSD,60,6.00000,-0.20000,10.00000,-0.20000,-0.00142,0.00384,0.00351,0.00220,0.00151,0.00142,0.00043,0.00156,0.00216,0.00153,0.00387,21959.00000,17639.00000
216263007,120156886,GBPUSD,60,4.00000,-0.30000,1.00000,0.00000,0.01249,0.01691,0.01249,0.00428,0.00584,,-0.00372,-0.00050,0.00181,0.00543,0.01669,2819.00000,199679.00000
216265356,223030112,GBPJPY,30,3.00000,-0.20000,2.00000,-0.50000,0.15700,0.45800,0.20000,0.60900,0.15900,0.11700,0.28600,0.09700,0.15300,0.64200,0.86200,200989.00000,25129.00000
216265798,11151710,EURUSD,15,8.00000,-0.20000,11.00000,-0.20000,-0.00346,0.00323,0.00221,-0.00100,0.00081,-0.00229,-0.00124,-0.00117,-0.00102,0.00367,0.00235,21547.00000,16807.00000
216266148,11151224,EURUSD,15,8.00000,-0.30000,11.00000,-0.20000,-0.00383,0.00292,0.00182,-0.00110,0.00034,-0.00317,-0.00195,-0.00087,-0.00037,0.00392,0.00227,20473.00000,15673.00000
216266149,11151429,EURUSD,15,7.00000,-0.20000,11.00000,-0.20000,-0.00284,0.00307,0.00294,0.00198,0.00063,0.00157,-0.00047,0.00035,-0.00105,0.00291,0.00311,22100.00000,17360.00000
216266923,12011595,GBPUSD,60,6.00000,-0.40000,11.00000,-0.40000,0.00539,0.01054,0.00940,0.01049,0.00824,0.00874,0.00727,0.00811,0.00822,0.00008,0.01054,5.00000,3185.00000
216268170,120176143,GBPUSD,60,10.00000,-0.10000,6.00000,-0.40000,-0.00232,0.00485,0.00065,,,-0.00015,-0.00181,-0.00128,-0.00018,0.00337,0.00188,705.00000,5505.00000
